Time,BEN,CH4,CO,EBE,NMHC,NO,NO2,NOx,O3,PM10,PM25,SO2,TCH,TOL
2001-02-01 07:00:00+00:00,6.0,,2.0,4.0,,411.0,94.0,725.0,6.0,71.0,,33.0,,23.0
2001-02-01 08:00:00+00:00,17.0,,3.0,9.0,,533.0,112.0,929.0,6.0,131.0,,43.0,,45.0
2001-02-01 09:00:00+00:00,20.0,,3.0,10.0,,367.0,105.0,668.0,6.0,117.0,,54.0,,47.0
2001-02-01 10:00:00+00:00,19.0,,2.0,10.0,,294.0,106.0,558.0,7.0,111.0,,67.0,,47.0
2001-02-01 11:00:00+00:00,10.0,,1.0,6.0,,108.0,83.0,249.0,12.0,52.0,,57.0,,28.0
2001-02-01 12:00:00+00:00,6.0,,1.0,4.0,,55.0,67.0,152.0,21.0,23.0,,49.0,,19.0
2001-02-01 13:00:00+00:00,6.0,,1.0,3.0,,56.0,66.0,152.0,23.0,26.0,,52.0,,17.0
2001-02-01 14:00:00+00:00,6.0,,1.0,3.0,,57.0,64.0,152.0,24.0,28.0,,51.0,,17.0
2001-02-01 15:00:00+00:00,5.0,,1.0,3.0,,53.0,61.0,142.0,24.0,28.0,,51.0,,14.0
2001-02-01 16:00:00+00:00,4.0,,1.0,2.0,,62.0,67.0,162.0,20.0,31.0,,47.0,,13.0
2001-02-01 17:00:00+00:00,6.0,,1.0,3.0,,64.0,68.0,166.0,17.0,33.0,,47.0,,17.0
2001-02-01 18:00:00+00:00,7.0,,1.0,4.0,,93.0,80.0,223.0,9.0,29.0,,54.0,,19.0
2001-02-01 19:00:00+00:00,9.0,,1.0,5.0,,104.0,86.0,245.0,8.0,30.0,,57.0,,26.0
2001-02-01 20:00:00+00:00,9.0,,2.0,5.0,,139.0,92.0,306.0,6.0,32.0,,61.0,,27.0
2001-02-01 21:00:00+00:00,8.0,,1.0,5.0,,94.0,86.0,229.0,8.0,28.0,,50.0,,24.0
2001-02-01 22:00:00+00:00,6.0,,1.0,4.0,,91.0,83.0,223.0,8.0,25.0,,42.0,,19.0
2001-02-01 23:00:00+00:00,6.0,,1.0,3.0,,75.0,77.0,191.0,8.0,20.0,,38.0,,17.0
2001-02-02 00:00:00+00:00,7.0,,1.0,4.0,,198.0,84.0,387.0,6.0,37.0,,30.0,,18.0
2001-02-02 01:00:00+00:00,10.0,,2.0,5.0,,273.0,90.0,510.0,6.0,53.0,,31.0,,27.0
2001-02-02 02:00:00+00:00,13.0,,2.0,8.0,,373.0,97.0,668.0,6.0,75.0,,36.0,,37.0
2001-02-02 03:00:00+00:00,11.0,,2.0,9.0,,273.0,92.0,510.0,6.0,72.0,,29.0,,38.0
2001-02-02 04:00:00+00:00,8.0,,1.0,8.0,,195.0,82.0,381.0,6.0,39.0,,22.0,,34.0
2001-02-02 05:00:00+00:00,8.0,,1.0,6.0,,267.0,74.0,482.0,6.0,48.0,,25.0,,33.0
2001-02-02 06:00:00+00:00,8.0,,2.0,12.0,,279.0,81.0,509.0,6.0,51.0,,26.0,,34.0
2001-02-02 07:00:00+00:00,10.0,,2.0,34.0,,372.0,91.0,662.0,6.0,81.0,,31.0,,38.0
2001-02-02 08:00:00+00:00,16.0,,3.0,20.0,,517.0,103.0,896.0,6.0,121.0,,39.0,,46.0
2001-02-02 09:00:00+00:00,22.0,,4.0,17.0,,647.0,128.0,1121.0,6.0,178.0,,46.0,,55.0
2001-02-02 10:00:00+00:00,13.0,,2.0,9.0,,362.0,125.0,680.0,7.0,86.0,,47.0,,36.0
2001-02-02 11:00:00+00:00,10.0,,1.0,11.0,,195.0,90.0,389.0,9.0,97.0,,51.0,,35.0
2001-02-02 12:00:00+00:00,7.0,,1.0,6.0,,125.0,84.0,276.0,11.0,62.0,,39.0,,22.0
2001-02-02 13:00:00+00:00,7.0,,1.0,4.0,,114.0,77.0,252.0,14.0,48.0,,31.0,,18.0
2001-02-02 14:00:00+00:00,7.0,,1.0,4.0,,124.0,80.0,270.0,15.0,50.0,,30.0,,20.0
2001-02-02 15:00:00+00:00,7.0,,1.0,5.0,,104.0,78.0,237.0,18.0,49.0,,25.0,,20.0
2001-02-02 16:00:00+00:00,5.0,,1.0,4.0,,114.0,79.0,254.0,16.0,51.0,,23.0,,17.0
2001-02-02 17:00:00+00:00,8.0,,1.0,5.0,,141.0,83.0,299.0,10.0,64.0,,26.0,,21.0
2001-02-02 18:00:00+00:00,8.0,,1.0,5.0,,184.0,85.0,368.0,7.0,72.0,,29.0,,20.0
2001-02-02 19:00:00+00:00,12.0,,2.0,7.0,,344.0,86.0,613.0,6.0,105.0,,35.0,,32.0
2001-02-02 20:00:00+00:00,14.0,,2.0,8.0,,320.0,94.0,584.0,6.0,99.0,,32.0,,38.0
2001-02-02 21:00:00+00:00,18.0,,3.0,10.0,,342.0,104.0,628.0,6.0,94.0,,34.0,,44.0
2001-02-02 22:00:00+00:00,17.0,,2.0,9.0,,302.0,92.0,555.0,6.0,78.0,,35.0,,40.0
2001-02-02 23:00:00+00:00,15.0,,3.0,8.0,,383.0,103.0,690.0,6.0,80.0,,38.0,,37.0
2001-02-03 00:00:00+00:00,23.0,,4.0,12.0,,552.0,110.0,956.0,6.0,126.0,,38.0,,59.0
2001-02-03 01:00:00+00:00,23.0,,4.0,14.0,,548.0,108.0,949.0,6.0,117.0,,38.0,,64.0
2001-02-03 02:00:00+00:00,19.0,,3.0,12.0,,424.0,92.0,742.0,6.0,95.0,,31.0,,57.0
2001-02-03 03:00:00+00:00,12.0,,1.0,8.0,,149.0,72.0,300.0,6.0,56.0,,22.0,,41.0
2001-02-03 04:00:00+00:00,4.0,,0.0,3.0,,54.0,59.0,141.0,6.0,17.0,,17.0,,16.0
2001-02-03 05:00:00+00:00,3.0,,0.0,2.0,,49.0,56.0,131.0,7.0,21.0,,15.0,,12.0
2001-02-03 06:00:00+00:00,3.0,,0.0,2.0,,44.0,53.0,120.0,6.0,20.0,,13.0,,11.0
2001-02-03 07:00:00+00:00,3.0,,0.0,2.0,,71.0,55.0,164.0,7.0,23.0,,14.0,,9.0
2001-02-03 08:00:00+00:00,5.0,,1.0,3.0,,146.0,62.0,286.0,6.0,49.0,,17.0,,14.0
2001-02-03 09:00:00+00:00,6.0,,1.0,3.0,,158.0,70.0,312.0,7.0,81.0,,29.0,,18.0
2001-02-03 10:00:00+00:00,8.0,,2.0,4.0,,185.0,86.0,370.0,8.0,103.0,,67.0,,26.0
2001-02-03 11:00:00+00:00,7.0,,2.0,2.0,,148.0,90.0,316.0,8.0,83.0,,73.0,,20.0
2001-02-03 12:00:00+00:00,5.0,,2.0,3.0,,144.0,111.0,332.0,10.0,59.0,,71.0,,13.0
2001-02-03 13:00:00+00:00,10.0,,2.0,6.0,,175.0,143.0,411.0,10.0,100.0,,56.0,,29.0
2001-02-03 14:00:00+00:00,10.0,,1.0,6.0,,140.0,132.0,346.0,12.0,94.0,,45.0,,31.0
2001-02-03 15:00:00+00:00,8.0,,1.0,5.0,,70.0,74.0,182.0,25.0,50.0,,30.0,,23.0
2001-02-03 16:00:00+00:00,6.0,,0.0,3.0,,53.0,58.0,140.0,29.0,25.0,,24.0,,13.0
2001-02-03 17:00:00+00:00,5.0,,0.0,3.0,,67.0,63.0,166.0,23.0,29.0,,22.0,,12.0
2001-02-03 18:00:00+00:00,6.0,,1.0,3.0,,91.0,74.0,214.0,12.0,28.0,,21.0,,14.0
2001-02-03 19:00:00+00:00,8.0,,1.0,4.0,,156.0,84.0,324.0,6.0,44.0,,26.0,,17.0
2001-02-03 20:00:00+00:00,11.0,,2.0,5.0,,201.0,85.0,393.0,6.0,52.0,,33.0,,24.0
2001-02-03 21:00:00+00:00,12.0,,1.0,6.0,,178.0,86.0,359.0,6.0,51.0,,29.0,,27.0
2001-02-03 22:00:00+00:00,12.0,,2.0,6.0,,234.0,86.0,445.0,6.0,56.0,,27.0,,27.0
2001-02-03 23:00:00+00:00,10.0,,1.0,6.0,,213.0,82.0,408.0,6.0,57.0,,22.0,,26.0
2001-02-04 00:00:00+00:00,9.0,,1.0,5.0,,184.0,76.0,358.0,6.0,59.0,,18.0,,24.0
2001-02-04 01:00:00+00:00,9.0,,1.0,5.0,,177.0,72.0,343.0,6.0,52.0,,16.0,,23.0
2001-02-04 02:00:00+00:00,8.0,,1.0,5.0,,195.0,69.0,369.0,6.0,57.0,,17.0,,21.0
2001-02-04 03:00:00+00:00,8.0,,1.0,4.0,,200.0,70.0,376.0,6.0,55.0,,16.0,,21.0
2001-02-04 04:00:00+00:00,8.0,,1.0,5.0,,187.0,65.0,351.0,6.0,57.0,,15.0,,22.0
2001-02-04 05:00:00+00:00,5.0,,1.0,3.0,,149.0,61.0,289.0,7.0,52.0,,15.0,,15.0
2001-02-04 06:00:00+00:00,4.0,,0.0,2.0,,95.0,56.0,202.0,7.0,41.0,,15.0,,13.0
2001-02-04 07:00:00+00:00,4.0,,0.0,2.0,,88.0,54.0,190.0,6.0,44.0,,13.0,,13.0
2001-02-04 08:00:00+00:00,4.0,,0.0,2.0,,86.0,54.0,186.0,6.0,41.0,,12.0,,11.0
2001-02-04 09:00:00+00:00,3.0,,0.0,2.0,,83.0,53.0,180.0,7.0,41.0,,12.0,,11.0
2001-02-04 10:00:00+00:00,4.0,,1.0,2.0,,79.0,54.0,176.0,8.0,47.0,,13.0,,13.0
2001-02-04 11:00:00+00:00,6.0,,1.0,3.0,,62.0,49.0,144.0,16.0,40.0,,15.0,,14.0
2001-02-04 12:00:00+00:00,4.0,,0.0,2.0,,61.0,47.0,140.0,23.0,33.0,,18.0,,10.0
2001-02-04 13:00:00+00:00,4.0,,0.0,2.0,,57.0,48.0,136.0,30.0,22.0,,20.0,,10.0
2001-02-04 14:00:00+00:00,5.0,,0.0,2.0,,63.0,54.0,151.0,25.0,31.0,,18.0,,11.0
2001-02-04 15:00:00+00:00,3.0,,0.0,2.0,,38.0,36.0,94.0,35.0,23.0,,15.0,,8.0
2001-02-04 16:00:00+00:00,3.0,,0.0,1.0,,44.0,41.0,108.0,30.0,21.0,,15.0,,7.0
2001-02-04 17:00:00+00:00,3.0,,0.0,2.0,,52.0,46.0,126.0,25.0,25.0,,14.0,,8.0
2001-02-04 18:00:00+00:00,5.0,,0.0,2.0,,56.0,50.0,136.0,22.0,22.0,,12.0,,10.0
2001-02-04 19:00:00+00:00,4.0,,0.0,2.0,,52.0,51.0,131.0,20.0,27.0,,11.0,,11.0
2001-02-04 20:00:00+00:00,4.0,,0.0,2.0,,64.0,52.0,150.0,18.0,27.0,,11.0,,10.0
2001-02-04 21:00:00+00:00,4.0,,0.0,2.0,,62.0,52.0,147.0,16.0,22.0,,10.0,,10.0
2001-02-04 22:00:00+00:00,5.0,,0.0,2.0,,61.0,53.0,146.0,13.0,22.0,,9.0,,10.0
2001-02-04 23:00:00+00:00,4.0,,0.0,2.0,,53.0,53.0,134.0,11.0,13.0,,8.0,,9.0
2001-02-05 00:00:00+00:00,3.0,,0.0,2.0,,35.0,40.0,93.0,16.0,10.0,,7.0,,8.0
2001-02-05 01:00:00+00:00,2.0,,0.0,1.0,,23.0,34.0,69.0,22.0,6.0,,7.0,,5.0
2001-02-05 02:00:00+00:00,1.0,,0.0,0.0,,20.0,26.0,57.0,28.0,6.0,,6.0,,3.0
2001-02-05 03:00:00+00:00,1.0,,0.0,0.0,,8.0,18.0,29.0,37.0,5.0,,5.0,,2.0
2001-02-05 04:00:00+00:00,0.0,,0.0,0.0,,6.0,18.0,27.0,44.0,4.0,,5.0,,1.0
2001-02-05 05:00:00+00:00,0.0,,0.0,0.0,,6.0,21.0,31.0,47.0,13.0,,5.0,,1.0
2001-02-05 06:00:00+00:00,1.0,,0.0,0.0,,43.0,58.0,124.0,24.0,26.0,,7.0,,2.0
2001-02-05 07:00:00+00:00,3.0,,1.0,1.0,,133.0,85.0,289.0,9.0,55.0,,12.0,,7.0
2001-02-05 08:00:00+00:00,8.0,,2.0,4.0,,220.0,91.0,428.0,7.0,79.0,,15.0,,18.0
2001-02-05 09:00:00+00:00,11.0,,1.0,5.0,,205.0,82.0,397.0,8.0,95.0,,15.0,,24.0
2001-02-05 10:00:00+00:00,10.0,,1.0,5.0,,154.0,84.0,320.0,9.0,87.0,,14.0,,23.0
2001-02-05 11:00:00+00:00,8.0,,1.0,4.0,,159.0,74.0,317.0,9.0,65.0,,15.0,,20.0
2001-02-05 12:00:00+00:00,8.0,,1.0,4.0,,130.0,69.0,268.0,11.0,59.0,,15.0,,22.0
2001-02-05 13:00:00+00:00,9.0,,1.0,5.0,,171.0,69.0,331.0,9.0,62.0,,14.0,,26.0
2001-02-05 14:00:00+00:00,10.0,,1.0,7.0,,169.0,76.0,336.0,9.0,44.0,,13.0,,31.0
2001-02-05 15:00:00+00:00,10.0,,1.0,7.0,,175.0,72.0,340.0,8.0,40.0,,13.0,,31.0
2001-02-05 16:00:00+00:00,7.0,,1.0,5.0,,178.0,68.0,341.0,7.0,43.0,,13.0,,20.0
2001-02-05 17:00:00+00:00,9.0,,1.0,6.0,,209.0,66.0,385.0,7.0,53.0,,15.0,,28.0
2001-02-05 18:00:00+00:00,12.0,,2.0,8.0,,266.0,59.0,467.0,7.0,53.0,,17.0,,35.0
2001-02-05 19:00:00+00:00,12.0,,2.0,8.0,,298.0,53.0,511.0,7.0,66.0,,17.0,,37.0
2001-02-05 20:00:00+00:00,15.0,,2.0,10.0,,274.0,60.0,480.0,7.0,67.0,,18.0,,43.0
2001-02-05 21:00:00+00:00,12.0,,2.0,8.0,,247.0,60.0,439.0,7.0,67.0,,21.0,,36.0
2001-02-05 22:00:00+00:00,8.0,,1.0,6.0,,150.0,57.0,287.0,7.0,46.0,,17.0,,27.0
2001-02-05 23:00:00+00:00,4.0,,0.0,3.0,,49.0,52.0,127.0,10.0,19.0,,12.0,,14.0
2001-02-06 00:00:00+00:00,3.0,,0.0,2.0,,35.0,46.0,101.0,13.0,16.0,,10.0,,9.0
2001-02-06 01:00:00+00:00,2.0,,0.0,2.0,,14.0,33.0,55.0,20.0,9.0,,9.0,,8.0
2001-02-06 02:00:00+00:00,1.0,,0.0,1.0,,13.0,30.0,49.0,22.0,8.0,,8.0,,5.0
2001-02-06 03:00:00+00:00,1.0,,0.0,1.0,,13.0,33.0,53.0,20.0,7.0,,9.0,,3.0
2001-02-06 04:00:00+00:00,1.0,,0.0,0.0,,8.0,33.0,46.0,22.0,8.0,,10.0,,3.0
2001-02-06 05:00:00+00:00,1.0,,0.0,1.0,,7.0,28.0,39.0,28.0,9.0,,9.0,,3.0
2001-02-06 06:00:00+00:00,1.0,,0.0,0.0,,17.0,32.0,59.0,26.0,15.0,,11.0,,2.0
2001-02-06 07:00:00+00:00,2.0,,0.0,1.0,,63.0,55.0,151.0,10.0,29.0,,11.0,,6.0
2001-02-06 08:00:00+00:00,5.0,,1.0,2.0,,109.0,60.0,227.0,8.0,48.0,,12.0,,11.0
2001-02-06 09:00:00+00:00,6.0,,1.0,3.0,,118.0,64.0,245.0,10.0,51.0,,12.0,,14.0
2001-02-06 10:00:00+00:00,7.0,,1.0,3.0,,114.0,65.0,241.0,10.0,52.0,,13.0,,15.0
2001-02-06 11:00:00+00:00,6.0,,1.0,3.0,,101.0,58.0,213.0,12.0,48.0,,13.0,,14.0
2001-02-06 12:00:00+00:00,5.0,,0.0,3.0,,98.0,54.0,205.0,12.0,51.0,,14.0,,13.0
2001-02-06 13:00:00+00:00,6.0,,0.0,3.0,,97.0,52.0,200.0,17.0,44.0,,17.0,,13.0
2001-02-06 14:00:00+00:00,7.0,,1.0,4.0,,103.0,54.0,212.0,18.0,36.0,,17.0,,15.0
2001-02-06 15:00:00+00:00,6.0,,1.0,3.0,,112.0,61.0,232.0,14.0,46.0,,19.0,,14.0
2001-02-06 16:00:00+00:00,7.0,,1.0,4.0,,119.0,65.0,248.0,13.0,41.0,,19.0,,19.0
2001-02-06 17:00:00+00:00,7.0,,1.0,4.0,,98.0,67.0,217.0,12.0,48.0,,17.0,,22.0
2001-02-06 18:00:00+00:00,8.0,,1.0,5.0,,116.0,70.0,248.0,11.0,57.0,,17.0,,22.0
2001-02-06 19:00:00+00:00,7.0,,1.0,5.0,,103.0,67.0,224.0,13.0,61.0,,14.0,,20.0
2001-02-06 20:00:00+00:00,8.0,,1.0,5.0,,115.0,75.0,252.0,10.0,59.0,,17.0,,20.0
2001-02-06 21:00:00+00:00,6.0,,1.0,3.0,,86.0,69.0,201.0,12.0,54.0,,14.0,,14.0
2001-02-06 22:00:00+00:00,5.0,,0.0,3.0,,62.0,66.0,161.0,12.0,45.0,,12.0,,12.0
2001-02-06 23:00:00+00:00,3.0,,0.0,2.0,,28.0,47.0,90.0,21.0,37.0,,10.0,,7.0
2001-02-07 00:00:00+00:00,2.0,,0.0,1.0,,21.0,40.0,73.0,25.0,28.0,,9.0,,5.0
2001-02-07 01:00:00+00:00,2.0,,0.0,1.0,,15.0,28.0,51.0,32.0,25.0,,7.0,,4.0
2001-02-07 02:00:00+00:00,1.0,,0.0,0.0,,9.0,23.0,38.0,34.0,22.0,,5.0,,3.0
2001-02-07 03:00:00+00:00,1.0,,0.0,0.0,,9.0,24.0,38.0,34.0,12.0,,5.0,,2.0
2001-02-07 04:00:00+00:00,1.0,,0.0,1.0,,5.0,25.0,33.0,38.0,6.0,,4.0,,3.0
2001-02-07 05:00:00+00:00,0.0,,0.0,0.0,,6.0,21.0,30.0,38.0,6.0,,4.0,,2.0
2001-02-07 06:00:00+00:00,1.0,,0.0,0.0,,25.0,39.0,78.0,31.0,6.0,,4.0,,2.0
2001-02-07 07:00:00+00:00,3.0,,1.0,1.0,,115.0,70.0,247.0,9.0,26.0,,8.0,,6.0
2001-02-07 08:00:00+00:00,8.0,,2.0,4.0,,220.0,73.0,409.0,7.0,39.0,,13.0,,18.0
2001-02-07 09:00:00+00:00,5.0,,1.0,4.0,,191.0,62.0,355.0,7.0,36.0,,13.0,,19.0
2001-02-07 10:00:00+00:00,7.0,,1.0,4.0,,162.0,57.0,305.0,8.0,64.0,,13.0,,19.0
2001-02-07 11:00:00+00:00,7.0,,1.0,4.0,,109.0,64.0,232.0,11.0,47.0,,9.0,,19.0
2001-02-07 12:00:00+00:00,6.0,,1.0,4.0,,109.0,65.0,232.0,11.0,41.0,,10.0,,17.0
2001-02-07 13:00:00+00:00,5.0,,0.0,3.0,,98.0,59.0,209.0,15.0,40.0,,9.0,,13.0
2001-02-07 14:00:00+00:00,5.0,,1.0,3.0,,82.0,57.0,183.0,23.0,22.0,,9.0,,17.0
2001-02-07 15:00:00+00:00,5.0,,0.0,3.0,,69.0,52.0,158.0,30.0,9.0,,10.0,,14.0
2001-02-07 16:00:00+00:00,5.0,,0.0,3.0,,76.0,58.0,176.0,27.0,30.0,,12.0,,13.0
2001-02-07 17:00:00+00:00,6.0,,1.0,3.0,,83.0,61.0,188.0,24.0,48.0,,13.0,,14.0
2001-02-07 18:00:00+00:00,7.0,,1.0,4.0,,103.0,69.0,226.0,20.0,29.0,,13.0,,17.0
2001-02-07 19:00:00+00:00,8.0,,1.0,5.0,,110.0,76.0,245.0,16.0,39.0,,12.0,,21.0
2001-02-07 20:00:00+00:00,25.0,,1.0,15.0,,121.0,86.0,271.0,12.0,37.0,,12.0,,30.0
2001-02-07 21:00:00+00:00,2.0,,1.0,2.0,,95.0,76.0,222.0,14.0,34.0,,10.0,,16.0
2001-02-07 22:00:00+00:00,0.0,,0.0,1.0,,75.0,63.0,178.0,18.0,23.0,,8.0,,16.0
2001-02-07 23:00:00+00:00,0.0,,0.0,1.0,,39.0,53.0,113.0,24.0,11.0,,6.0,,10.0
2001-02-08 00:00:00+00:00,0.0,,0.0,1.0,,28.0,38.0,80.0,37.0,5.0,,5.0,,10.0
2001-02-08 01:00:00+00:00,5.0,,0.0,3.0,,20.0,37.0,67.0,35.0,9.0,,5.0,,16.0
2001-02-08 02:00:00+00:00,0.0,,0.0,1.0,,35.0,34.0,86.0,41.0,5.0,,5.0,,9.0
2001-02-08 03:00:00+00:00,0.0,,0.0,1.0,,48.0,38.0,111.0,40.0,8.0,,5.0,,7.0
2001-02-08 04:00:00+00:00,0.0,,0.0,1.0,,7.0,20.0,30.0,46.0,4.0,,3.0,,10.0
2001-02-08 05:00:00+00:00,0.0,,0.0,1.0,,9.0,21.0,34.0,44.0,12.0,,3.0,,9.0
2001-02-08 06:00:00+00:00,3.0,,0.0,2.0,,29.0,37.0,82.0,33.0,13.0,,5.0,,9.0
2001-02-08 07:00:00+00:00,0.0,,1.0,1.0,,134.0,68.0,273.0,14.0,22.0,,9.0,,1.0
2001-02-08 08:00:00+00:00,0.0,,1.0,1.0,,180.0,78.0,354.0,10.0,35.0,,12.0,,1.0
2001-02-08 09:00:00+00:00,0.0,,1.0,1.0,,154.0,81.0,317.0,11.0,39.0,,11.0,,1.0
2001-02-08 10:00:00+00:00,0.0,,1.0,1.0,,131.0,72.0,273.0,12.0,36.0,,8.0,,1.0
2001-02-08 11:00:00+00:00,0.0,,1.0,1.0,,130.0,68.0,269.0,12.0,31.0,,10.0,,1.0
2001-02-08 12:00:00+00:00,0.0,,1.0,1.0,,176.0,71.0,341.0,11.0,33.0,,14.0,,1.0
2001-02-08 13:00:00+00:00,0.0,,1.0,1.0,,150.0,72.0,302.0,16.0,28.0,,15.0,,1.0
2001-02-08 14:00:00+00:00,0.0,,1.0,1.0,,118.0,74.0,255.0,19.0,30.0,,20.0,,1.0
2001-02-08 15:00:00+00:00,0.0,,1.0,1.0,,130.0,83.0,282.0,15.0,55.0,,18.0,,1.0
2001-02-08 16:00:00+00:00,1.0,,1.0,1.0,,102.0,77.0,233.0,17.0,33.0,,25.0,,3.0
2001-02-08 17:00:00+00:00,3.0,,1.0,3.0,,106.0,76.0,239.0,16.0,41.0,,25.0,,12.0
2001-02-08 18:00:00+00:00,7.0,,1.0,3.0,,130.0,86.0,286.0,11.0,49.0,,23.0,,16.0
2001-02-08 19:00:00+00:00,10.0,,2.0,5.0,,183.0,89.0,369.0,9.0,54.0,,24.0,,21.0
2001-02-08 20:00:00+00:00,10.0,,1.0,5.0,,162.0,88.0,336.0,7.0,45.0,,23.0,,22.0
2001-02-08 21:00:00+00:00,9.0,,2.0,5.0,,208.0,94.0,413.0,7.0,51.0,,26.0,,20.0
2001-02-08 22:00:00+00:00,8.0,,1.0,4.0,,125.0,81.0,273.0,9.0,43.0,,21.0,,19.0
2001-02-08 23:00:00+00:00,4.0,,1.0,3.0,,67.0,72.0,174.0,12.0,26.0,,16.0,,11.0
2001-02-09 00:00:00+00:00,3.0,,1.0,2.0,,94.0,78.0,223.0,9.0,27.0,,15.0,,9.0
2001-02-09 01:00:00+00:00,3.0,,0.0,2.0,,60.0,67.0,159.0,15.0,22.0,,11.0,,10.0
2001-02-09 02:00:00+00:00,2.0,,0.0,1.0,,72.0,63.0,173.0,17.0,19.0,,9.0,,5.0
2001-02-09 03:00:00+00:00,2.0,,0.0,1.0,,28.0,48.0,90.0,23.0,19.0,,7.0,,5.0
2001-02-09 04:00:00+00:00,1.0,,0.0,1.0,,24.0,48.0,85.0,22.0,16.0,,7.0,,4.0
2001-02-09 05:00:00+00:00,1.0,,0.0,1.0,,19.0,43.0,72.0,24.0,16.0,,6.0,,4.0
2001-02-09 06:00:00+00:00,1.0,,0.0,0.0,,72.0,62.0,172.0,15.0,21.0,,9.0,,3.0
2001-02-09 07:00:00+00:00,4.0,,1.0,2.0,,185.0,84.0,368.0,7.0,51.0,,19.0,,9.0
2001-02-09 08:00:00+00:00,8.0,,2.0,4.0,,296.0,95.0,549.0,6.0,76.0,,30.0,,18.0
2001-02-09 09:00:00+00:00,10.0,,2.0,5.0,,237.0,92.0,455.0,8.0,82.0,,25.0,,22.0
2001-02-09 10:00:00+00:00,7.0,,1.0,4.0,,167.0,80.0,336.0,11.0,73.0,,28.0,,18.0
2001-02-09 11:00:00+00:00,7.0,,1.0,3.0,,140.0,77.0,291.0,14.0,58.0,,27.0,,16.0
2001-02-09 12:00:00+00:00,6.0,,1.0,3.0,,96.0,63.0,209.0,23.0,42.0,,18.0,,15.0
2001-02-09 13:00:00+00:00,6.0,,1.0,3.0,,89.0,58.0,194.0,24.0,52.0,,15.0,,14.0
2001-02-09 14:00:00+00:00,7.0,,1.0,4.0,,123.0,64.0,252.0,22.0,47.0,,19.0,,18.0
2001-02-09 15:00:00+00:00,7.0,,1.0,4.0,,118.0,67.0,248.0,20.0,54.0,,18.0,,17.0
2001-02-09 16:00:00+00:00,5.0,,1.0,3.0,,115.0,69.0,245.0,16.0,55.0,,16.0,,14.0
2001-02-09 17:00:00+00:00,6.0,,1.0,3.0,,115.0,66.0,243.0,15.0,65.0,,16.0,,14.0
2001-02-09 18:00:00+00:00,7.0,,1.0,4.0,,136.0,66.0,275.0,11.0,55.0,,15.0,,16.0
2001-02-09 19:00:00+00:00,7.0,,1.0,5.0,,137.0,68.0,279.0,9.0,59.0,,15.0,,16.0
2001-02-09 20:00:00+00:00,7.0,,1.0,4.0,,116.0,61.0,239.0,13.0,51.0,,13.0,,17.0
2001-02-09 21:00:00+00:00,5.0,,1.0,3.0,,104.0,63.0,222.0,13.0,40.0,,11.0,,13.0
2001-02-09 22:00:00+00:00,5.0,,1.0,3.0,,96.0,58.0,205.0,14.0,39.0,,10.0,,12.0
2001-02-09 23:00:00+00:00,4.0,,0.0,2.0,,68.0,53.0,158.0,17.0,36.0,,8.0,,10.0
2001-02-10 00:00:00+00:00,3.0,,0.0,2.0,,54.0,50.0,133.0,18.0,28.0,,8.0,,8.0
2001-02-10 01:00:00+00:00,3.0,,0.0,2.0,,58.0,47.0,136.0,19.0,26.0,,7.0,,9.0
2001-02-10 02:00:00+00:00,3.0,,0.0,2.0,,71.0,50.0,159.0,15.0,20.0,,7.0,,7.0
2001-02-10 03:00:00+00:00,2.0,,0.0,2.0,,68.0,53.0,157.0,12.0,15.0,,7.0,,7.0
2001-02-10 04:00:00+00:00,2.0,,0.0,1.0,,47.0,46.0,118.0,15.0,14.0,,6.0,,5.0
2001-02-10 05:00:00+00:00,1.0,,0.0,1.0,,27.0,37.0,79.0,20.0,17.0,,5.0,,4.0
2001-02-10 06:00:00+00:00,1.0,,0.0,1.0,,41.0,41.0,104.0,17.0,20.0,,5.0,,4.0
2001-02-10 07:00:00+00:00,2.0,,0.0,1.0,,55.0,48.0,131.0,11.0,31.0,,6.0,,5.0
2001-02-10 08:00:00+00:00,2.0,,0.0,1.0,,57.0,44.0,131.0,12.0,32.0,,6.0,,6.0
2001-02-10 09:00:00+00:00,4.0,,1.0,2.0,,118.0,50.0,231.0,8.0,61.0,,13.0,,9.0
2001-02-10 10:00:00+00:00,7.0,,1.0,3.0,,161.0,48.0,294.0,8.0,81.0,,16.0,,17.0
2001-02-10 11:00:00+00:00,5.0,,1.0,3.0,,102.0,46.0,202.0,11.0,68.0,,16.0,,14.0
2001-02-10 12:00:00+00:00,4.0,,1.0,3.0,,83.0,44.0,171.0,15.0,58.0,,18.0,,12.0
2001-02-10 13:00:00+00:00,4.0,,1.0,3.0,,83.0,41.0,168.0,16.0,50.0,,17.0,,12.0
2001-02-10 14:00:00+00:00,6.0,,1.0,3.0,,59.0,38.0,128.0,19.0,47.0,,17.0,,14.0
2001-02-10 15:00:00+00:00,4.0,,0.0,2.0,,48.0,35.0,109.0,24.0,40.0,,18.0,,11.0
2001-02-10 16:00:00+00:00,3.0,,0.0,2.0,,36.0,33.0,88.0,25.0,33.0,,17.0,,9.0
2001-02-10 17:00:00+00:00,3.0,,0.0,2.0,,67.0,39.0,141.0,18.0,32.0,,16.0,,8.0
2001-02-10 18:00:00+00:00,4.0,,1.0,2.0,,86.0,42.0,173.0,12.0,31.0,,14.0,,10.0
