Time,BEN,CH4,CO,EBE,NMHC,NO,NO2,NOx,O3,PM10,PM25,SO2,TCH,TOL
2001-01-22 19:00:00+00:00,10.0,,1.0,5.0,,156.0,64.0,304.0,7.0,43.0,,18.0,,28.0
2001-01-22 20:00:00+00:00,9.0,,1.0,5.0,,115.0,65.0,241.0,9.0,27.0,,15.0,,25.0
2001-01-22 21:00:00+00:00,8.0,,1.0,5.0,,133.0,67.0,271.0,8.0,20.0,,15.0,,22.0
2001-01-22 22:00:00+00:00,6.0,,1.0,3.0,,104.0,66.0,226.0,7.0,19.0,,13.0,,16.0
2001-01-22 23:00:00+00:00,5.0,,0.0,3.0,,58.0,55.0,145.0,9.0,11.0,,10.0,,14.0
2001-01-23 00:00:00+00:00,3.0,,0.0,3.0,,57.0,60.0,147.0,8.0,12.0,,9.0,,10.0
2001-01-23 01:00:00+00:00,4.0,,0.0,2.0,,29.0,44.0,89.0,15.0,15.0,,8.0,,12.0
2001-01-23 02:00:00+00:00,1.0,,0.0,1.0,,23.0,32.0,68.0,20.0,6.0,,7.0,,7.0
2001-01-23 03:00:00+00:00,1.0,,0.0,1.0,,12.0,25.0,43.0,26.0,5.0,,6.0,,4.0
2001-01-23 04:00:00+00:00,1.0,,0.0,0.0,,7.0,19.0,30.0,31.0,3.0,,6.0,,3.0
2001-01-23 05:00:00+00:00,0.0,,0.0,0.0,,11.0,22.0,39.0,31.0,5.0,,5.0,,3.0
2001-01-23 06:00:00+00:00,1.0,,0.0,0.0,,30.0,37.0,82.0,21.0,7.0,,6.0,,3.0
2001-01-23 07:00:00+00:00,3.0,,1.0,1.0,,118.0,57.0,238.0,10.0,21.0,,9.0,,9.0
2001-01-23 08:00:00+00:00,8.0,,1.0,3.0,,184.0,67.0,348.0,8.0,38.0,,12.0,,19.0
2001-01-23 09:00:00+00:00,10.0,,1.0,5.0,,174.0,69.0,336.0,8.0,42.0,,12.0,,24.0
2001-01-23 10:00:00+00:00,9.0,,1.0,4.0,,161.0,69.0,315.0,9.0,43.0,,12.0,,23.0
2001-01-23 11:00:00+00:00,8.0,,1.0,4.0,,125.0,63.0,255.0,12.0,49.0,,12.0,,22.0
2001-01-23 12:00:00+00:00,6.0,,1.0,4.0,,116.0,63.0,240.0,11.0,48.0,,11.0,,20.0
2001-01-23 13:00:00+00:00,7.0,,1.0,5.0,,143.0,56.0,275.0,10.0,32.0,,12.0,,23.0
2001-01-23 14:00:00+00:00,9.0,,2.0,5.0,,166.0,57.0,312.0,9.0,32.0,,13.0,,25.0
2001-01-23 15:00:00+00:00,9.0,,1.0,5.0,,139.0,56.0,270.0,10.0,31.0,,12.0,,25.0
2001-01-23 16:00:00+00:00,8.0,,1.0,4.0,,128.0,55.0,251.0,10.0,30.0,,11.0,,21.0
2001-01-23 17:00:00+00:00,7.0,,1.0,4.0,,148.0,48.0,276.0,9.0,31.0,,13.0,,21.0
2001-01-23 18:00:00+00:00,7.0,,1.0,4.0,,131.0,53.0,254.0,9.0,25.0,,14.0,,22.0
2001-01-23 19:00:00+00:00,8.0,,1.0,4.0,,135.0,58.0,264.0,9.0,40.0,,15.0,,22.0
2001-01-23 20:00:00+00:00,8.0,,1.0,5.0,,111.0,52.0,222.0,10.0,35.0,,15.0,,23.0
2001-01-23 21:00:00+00:00,7.0,,1.0,4.0,,90.0,47.0,185.0,12.0,36.0,,13.0,,19.0
2001-01-23 22:00:00+00:00,4.0,,0.0,2.0,,54.0,41.0,124.0,17.0,27.0,,11.0,,11.0
2001-01-23 23:00:00+00:00,2.0,,0.0,1.0,,29.0,34.0,78.0,20.0,21.0,,9.0,,7.0
2001-01-24 00:00:00+00:00,2.0,,0.0,1.0,,44.0,32.0,99.0,18.0,19.0,,9.0,,5.0
2001-01-24 01:00:00+00:00,1.0,,0.0,1.0,,18.0,25.0,53.0,24.0,10.0,,8.0,,6.0
2001-01-24 02:00:00+00:00,1.0,,0.0,1.0,,15.0,19.0,42.0,28.0,5.0,,7.0,,3.0
2001-01-24 03:00:00+00:00,0.0,,0.0,1.0,,4.0,14.0,20.0,30.0,3.0,,7.0,,3.0
2001-01-24 04:00:00+00:00,0.0,,0.0,0.0,,4.0,10.0,15.0,36.0,3.0,,7.0,,2.0
2001-01-24 05:00:00+00:00,0.0,,0.0,0.0,,5.0,15.0,22.0,35.0,4.0,,7.0,,1.0
2001-01-24 06:00:00+00:00,0.0,,0.0,1.0,,30.0,36.0,81.0,22.0,14.0,,8.0,,2.0
2001-01-24 07:00:00+00:00,2.0,,1.0,2.0,,86.0,51.0,183.0,13.0,31.0,,9.0,,6.0
2001-01-24 08:00:00+00:00,6.0,,1.0,3.0,,163.0,46.0,296.0,10.0,38.0,,11.0,,15.0
2001-01-24 09:00:00+00:00,9.0,,1.0,4.0,,157.0,52.0,293.0,10.0,38.0,,11.0,,22.0
2001-01-24 10:00:00+00:00,7.0,,1.0,4.0,,117.0,52.0,232.0,10.0,31.0,,11.0,,18.0
2001-01-24 11:00:00+00:00,5.0,,1.0,3.0,,143.0,75.0,295.0,9.0,31.0,,19.0,,17.0
2001-01-24 12:00:00+00:00,2.0,,1.0,1.0,,,,,13.0,42.0,,11.0,,1.0
2001-01-24 13:00:00+00:00,1.0,,1.0,1.0,,66.0,44.0,,21.0,18.0,,13.0,,3.0
2001-01-24 14:00:00+00:00,5.0,,1.0,3.0,,103.0,43.0,201.0,25.0,19.0,,19.0,,18.0
2001-01-24 15:00:00+00:00,4.0,,0.0,3.0,,73.0,41.0,154.0,29.0,37.0,,19.0,,13.0
2001-01-24 16:00:00+00:00,3.0,,0.0,2.0,,80.0,46.0,168.0,26.0,33.0,,17.0,,12.0
2001-01-24 17:00:00+00:00,4.0,,0.0,3.0,,84.0,51.0,181.0,21.0,41.0,,15.0,,14.0
2001-01-24 18:00:00+00:00,3.0,,1.0,3.0,,109.0,55.0,222.0,15.0,45.0,,14.0,,14.0
2001-01-24 19:00:00+00:00,5.0,,1.0,2.0,,145.0,61.0,283.0,10.0,51.0,,16.0,,21.0
2001-01-24 20:00:00+00:00,6.0,,1.0,5.0,,118.0,60.0,241.0,11.0,29.0,,14.0,,26.0
2001-01-24 21:00:00+00:00,5.0,,1.0,4.0,,121.0,63.0,248.0,12.0,17.0,,14.0,,23.0
2001-01-24 22:00:00+00:00,3.0,,0.0,2.0,,82.0,61.0,187.0,15.0,25.0,,12.0,,16.0
2001-01-24 23:00:00+00:00,3.0,,0.0,2.0,,59.0,56.0,147.0,18.0,17.0,,10.0,,12.0
2001-01-25 00:00:00+00:00,2.0,,0.0,1.0,,33.0,43.0,94.0,24.0,15.0,,8.0,,8.0
2001-01-25 01:00:00+00:00,2.0,,0.0,1.0,,22.0,31.0,65.0,33.0,12.0,,7.0,,8.0
2001-01-25 02:00:00+00:00,1.0,,0.0,0.0,,14.0,20.0,42.0,41.0,6.0,,6.0,,4.0
2001-01-25 03:00:00+00:00,0.0,,0.0,0.0,,9.0,17.0,31.0,44.0,4.0,,5.0,,2.0
2001-01-25 04:00:00+00:00,0.0,,0.0,0.0,,6.0,13.0,22.0,48.0,3.0,,5.0,,2.0
2001-01-25 05:00:00+00:00,0.0,,0.0,0.0,,6.0,14.0,23.0,48.0,3.0,,4.0,,1.0
2001-01-25 06:00:00+00:00,1.0,,0.0,0.0,,37.0,43.0,99.0,33.0,10.0,,6.0,,2.0
2001-01-25 07:00:00+00:00,2.0,,1.0,1.0,,93.0,74.0,218.0,17.0,26.0,,8.0,,7.0
2001-01-25 08:00:00+00:00,6.0,,1.0,2.0,,156.0,85.0,325.0,12.0,43.0,,12.0,,18.0
2001-01-25 09:00:00+00:00,6.0,,1.0,3.0,,143.0,87.0,306.0,13.0,29.0,,12.0,,16.0
2001-01-25 10:00:00+00:00,5.0,,1.0,2.0,,113.0,77.0,250.0,18.0,29.0,,12.0,,17.0
2001-01-25 11:00:00+00:00,4.0,,1.0,3.0,,96.0,73.0,220.0,24.0,42.0,,13.0,,17.0
2001-01-25 12:00:00+00:00,4.0,,1.0,1.0,,93.0,71.0,212.0,26.0,49.0,,14.0,,14.0
2001-01-25 13:00:00+00:00,3.0,,0.0,2.0,,78.0,61.0,180.0,28.0,41.0,,14.0,,15.0
2001-01-25 14:00:00+00:00,4.0,,1.0,3.0,,89.0,67.0,203.0,27.0,33.0,,15.0,,15.0
2001-01-25 15:00:00+00:00,5.0,,1.0,3.0,,86.0,68.0,200.0,27.0,37.0,,14.0,,14.0
2001-01-25 16:00:00+00:00,4.0,,0.0,2.0,,85.0,70.0,200.0,25.0,34.0,,13.0,,14.0
2001-01-25 17:00:00+00:00,5.0,,1.0,3.0,,94.0,78.0,223.0,21.0,46.0,,13.0,,16.0
2001-01-25 18:00:00+00:00,4.0,,1.0,3.0,,98.0,82.0,233.0,17.0,36.0,,12.0,,16.0
2001-01-25 19:00:00+00:00,5.0,,1.0,3.0,,112.0,84.0,257.0,16.0,39.0,,12.0,,20.0
2001-01-25 20:00:00+00:00,6.0,,1.0,2.0,,132.0,95.0,298.0,13.0,35.0,,12.0,,19.0
2001-01-25 21:00:00+00:00,7.0,,1.0,4.0,,114.0,85.0,259.0,13.0,38.0,,11.0,,22.0
2001-01-25 22:00:00+00:00,4.0,,0.0,2.0,,59.0,69.0,160.0,19.0,17.0,,8.0,,12.0
2001-01-25 23:00:00+00:00,2.0,,0.0,1.0,,46.0,63.0,133.0,21.0,19.0,,7.0,,8.0
2001-01-26 00:00:00+00:00,2.0,,0.0,1.0,,34.0,48.0,99.0,27.0,17.0,,5.0,,8.0
2001-01-26 01:00:00+00:00,1.0,,0.0,1.0,,29.0,48.0,93.0,25.0,11.0,,5.0,,6.0
2001-01-26 02:00:00+00:00,1.0,,0.0,1.0,,23.0,48.0,83.0,25.0,9.0,,4.0,,5.0
2001-01-26 03:00:00+00:00,1.0,,0.0,1.0,,18.0,37.0,65.0,31.0,9.0,,4.0,,4.0
2001-01-26 04:00:00+00:00,1.0,,0.0,0.0,,12.0,32.0,50.0,34.0,7.0,,3.0,,3.0
2001-01-26 05:00:00+00:00,1.0,,0.0,0.0,,15.0,34.0,56.0,31.0,11.0,,3.0,,3.0
2001-01-26 06:00:00+00:00,1.0,,0.0,0.0,,39.0,55.0,115.0,22.0,17.0,,5.0,,3.0
2001-01-26 07:00:00+00:00,3.0,,1.0,1.0,,110.0,87.0,256.0,10.0,40.0,,9.0,,8.0
2001-01-26 08:00:00+00:00,7.0,,1.0,3.0,,188.0,99.0,387.0,9.0,66.0,,13.0,,18.0
2001-01-26 09:00:00+00:00,8.0,,1.0,4.0,,132.0,88.0,290.0,10.0,45.0,,10.0,,22.0
2001-01-26 10:00:00+00:00,6.0,,1.0,4.0,,156.0,92.0,331.0,8.0,39.0,,11.0,,21.0
2001-01-26 11:00:00+00:00,5.0,,1.0,4.0,,147.0,92.0,317.0,8.0,41.0,,11.0,,21.0
2001-01-26 12:00:00+00:00,5.0,,1.0,4.0,,113.0,82.0,256.0,14.0,33.0,,10.0,,23.0
2001-01-26 13:00:00+00:00,4.0,,1.0,4.0,,110.0,79.0,248.0,17.0,21.0,,10.0,,19.0
2001-01-26 14:00:00+00:00,6.0,,1.0,4.0,,125.0,85.0,276.0,16.0,20.0,,10.0,,22.0
2001-01-26 15:00:00+00:00,8.0,,1.0,4.0,,117.0,77.0,257.0,15.0,22.0,,10.0,,22.0
2001-01-26 16:00:00+00:00,5.0,,1.0,2.0,,106.0,74.0,236.0,14.0,25.0,,10.0,,21.0
2001-01-26 17:00:00+00:00,5.0,,1.0,3.0,,92.0,67.0,208.0,15.0,20.0,,9.0,,17.0
2001-01-26 18:00:00+00:00,4.0,,1.0,3.0,,113.0,75.0,248.0,11.0,21.0,,10.0,,19.0
2001-01-26 19:00:00+00:00,6.0,,2.0,4.0,,135.0,77.0,283.0,12.0,21.0,,10.0,,26.0
2001-01-26 20:00:00+00:00,6.0,,1.0,4.0,,90.0,63.0,201.0,14.0,17.0,,8.0,,22.0
2001-01-26 21:00:00+00:00,4.0,,1.0,3.0,,93.0,59.0,201.0,15.0,18.0,,8.0,,16.0
2001-01-26 22:00:00+00:00,3.0,,0.0,2.0,,56.0,47.0,133.0,22.0,15.0,,7.0,,11.0
2001-01-26 23:00:00+00:00,2.0,,0.0,1.0,,36.0,40.0,95.0,26.0,9.0,,6.0,,8.0
2001-01-27 00:00:00+00:00,1.0,,0.0,1.0,,36.0,36.0,91.0,28.0,9.0,,6.0,,7.0
2001-01-27 01:00:00+00:00,1.0,,0.0,1.0,,32.0,43.0,92.0,22.0,12.0,,6.0,,6.0
2001-01-27 02:00:00+00:00,3.0,,1.0,1.0,,94.0,70.0,215.0,8.0,9.0,,9.0,,11.0
2001-01-27 03:00:00+00:00,3.0,,0.0,2.0,,46.0,64.0,135.0,17.0,5.0,,8.0,,10.0
2001-01-27 04:00:00+00:00,2.0,,0.0,1.0,,32.0,57.0,106.0,22.0,5.0,,7.0,,7.0
2001-01-27 05:00:00+00:00,2.0,,0.0,1.0,,51.0,69.0,148.0,14.0,9.0,,8.0,,7.0
2001-01-27 06:00:00+00:00,2.0,,0.0,1.0,,53.0,69.0,150.0,13.0,9.0,,8.0,,8.0
2001-01-27 07:00:00+00:00,3.0,,0.0,1.0,,57.0,75.0,163.0,12.0,16.0,,9.0,,9.0
2001-01-27 08:00:00+00:00,3.0,,1.0,2.0,,103.0,88.0,245.0,8.0,29.0,,13.0,,8.0
2001-01-27 09:00:00+00:00,4.0,,1.0,2.0,,188.0,94.0,382.0,7.0,57.0,,19.0,,12.0
2001-01-27 10:00:00+00:00,7.0,,2.0,4.0,,208.0,102.0,421.0,8.0,82.0,,32.0,,20.0
2001-01-27 11:00:00+00:00,7.0,,1.0,4.0,,147.0,82.0,308.0,8.0,74.0,,19.0,,21.0
2001-01-27 12:00:00+00:00,5.0,,1.0,4.0,,109.0,63.0,229.0,10.0,53.0,,13.0,,18.0
2001-01-27 13:00:00+00:00,5.0,,1.0,4.0,,117.0,68.0,248.0,12.0,42.0,,18.0,,20.0
2001-01-27 14:00:00+00:00,5.0,,1.0,3.0,,134.0,65.0,270.0,11.0,48.0,,18.0,,21.0
2001-01-27 15:00:00+00:00,4.0,,1.0,2.0,,82.0,53.0,180.0,15.0,28.0,,12.0,,17.0
2001-01-27 16:00:00+00:00,3.0,,1.0,3.0,,71.0,46.0,154.0,16.0,23.0,,11.0,,13.0
2001-01-27 17:00:00+00:00,3.0,,1.0,2.0,,88.0,47.0,182.0,13.0,20.0,,12.0,,12.0
2001-01-27 18:00:00+00:00,4.0,,1.0,2.0,,94.0,55.0,199.0,10.0,15.0,,11.0,,16.0
2001-01-27 19:00:00+00:00,4.0,,1.0,2.0,,104.0,58.0,217.0,11.0,15.0,,11.0,,20.0
2001-01-27 20:00:00+00:00,4.0,,1.0,3.0,,88.0,58.0,193.0,14.0,8.0,,11.0,,16.0
2001-01-27 21:00:00+00:00,4.0,,1.0,3.0,,85.0,54.0,185.0,14.0,9.0,,10.0,,14.0
2001-01-27 22:00:00+00:00,4.0,,1.0,2.0,,76.0,56.0,173.0,13.0,14.0,,9.0,,14.0
2001-01-27 23:00:00+00:00,3.0,,0.0,2.0,,51.0,45.0,123.0,18.0,11.0,,8.0,,12.0
2001-01-28 00:00:00+00:00,2.0,,0.0,1.0,,55.0,38.0,123.0,23.0,11.0,,8.0,,10.0
2001-01-28 01:00:00+00:00,2.0,,0.0,1.0,,53.0,41.0,122.0,24.0,16.0,,7.0,,9.0
2001-01-28 02:00:00+00:00,2.0,,0.0,1.0,,50.0,39.0,115.0,26.0,10.0,,7.0,,8.0
2001-01-28 03:00:00+00:00,1.0,,0.0,1.0,,42.0,38.0,102.0,29.0,8.0,,7.0,,6.0
2001-01-28 04:00:00+00:00,1.0,,0.0,1.0,,48.0,42.0,116.0,26.0,15.0,,6.0,,6.0
2001-01-28 05:00:00+00:00,1.0,,0.0,1.0,,21.0,37.0,69.0,38.0,4.0,,6.0,,5.0
2001-01-28 06:00:00+00:00,1.0,,0.0,1.0,,13.0,35.0,55.0,42.0,5.0,,6.0,,4.0
2001-01-28 07:00:00+00:00,2.0,,0.0,1.0,,17.0,42.0,68.0,36.0,6.0,,7.0,,5.0
2001-01-28 08:00:00+00:00,1.0,,0.0,1.0,,20.0,47.0,78.0,33.0,9.0,,7.0,,4.0
2001-01-28 09:00:00+00:00,1.0,,0.0,0.0,,24.0,40.0,76.0,39.0,10.0,,11.0,,4.0
2001-01-28 10:00:00+00:00,1.0,,0.0,0.0,,29.0,40.0,84.0,39.0,13.0,,11.0,,4.0
2001-01-28 11:00:00+00:00,2.0,,0.0,1.0,,35.0,46.0,100.0,37.0,13.0,,11.0,,5.0
2001-01-28 12:00:00+00:00,2.0,,0.0,1.0,,37.0,50.0,107.0,34.0,17.0,,12.0,,6.0
2001-01-28 13:00:00+00:00,2.0,,0.0,1.0,,45.0,55.0,124.0,33.0,13.0,,14.0,,7.0
2001-01-28 14:00:00+00:00,3.0,,0.0,1.0,,45.0,53.0,122.0,32.0,17.0,,13.0,,8.0
2001-01-28 15:00:00+00:00,2.0,,0.0,1.0,,36.0,52.0,107.0,32.0,15.0,,14.0,,8.0
2001-01-28 16:00:00+00:00,1.0,,0.0,1.0,,27.0,48.0,89.0,33.0,21.0,,13.0,,5.0
2001-01-28 17:00:00+00:00,2.0,,0.0,1.0,,47.0,68.0,140.0,22.0,12.0,,14.0,,6.0
2001-01-28 18:00:00+00:00,3.0,,0.0,2.0,,41.0,72.0,136.0,21.0,11.0,,26.0,,10.0
2001-01-28 19:00:00+00:00,2.0,,0.0,1.0,,19.0,59.0,89.0,29.0,8.0,,39.0,,6.0
2001-01-28 20:00:00+00:00,2.0,,0.0,1.0,,15.0,52.0,75.0,36.0,8.0,,42.0,,6.0
2001-01-28 21:00:00+00:00,2.0,,1.0,1.0,,76.0,81.0,198.0,20.0,25.0,,34.0,,7.0
2001-01-28 22:00:00+00:00,5.0,,1.0,2.0,,87.0,88.0,222.0,11.0,31.0,,19.0,,13.0
2001-01-28 23:00:00+00:00,4.0,,1.0,2.0,,56.0,78.0,164.0,12.0,20.0,,13.0,,11.0
2001-01-29 00:00:00+00:00,4.0,,0.0,2.0,,18.0,33.0,61.0,42.0,10.0,,12.0,,10.0
2001-01-29 01:00:00+00:00,0.0,,0.0,0.0,,2.0,12.0,15.0,55.0,5.0,,11.0,,2.0
2001-01-29 02:00:00+00:00,0.0,,0.0,0.0,,2.0,15.0,19.0,52.0,2.0,,9.0,,2.0
2001-01-29 03:00:00+00:00,0.0,,0.0,0.0,,3.0,18.0,23.0,49.0,3.0,,9.0,,2.0
2001-01-29 04:00:00+00:00,0.0,,0.0,0.0,,23.0,33.0,67.0,42.0,7.0,,9.0,,2.0
2001-01-29 05:00:00+00:00,0.0,,0.0,0.0,,4.0,25.0,32.0,45.0,5.0,,9.0,,2.0
2001-01-29 06:00:00+00:00,1.0,,0.0,0.0,,6.0,36.0,46.0,38.0,11.0,,11.0,,2.0
2001-01-29 07:00:00+00:00,2.0,,0.0,0.0,,38.0,73.0,131.0,18.0,15.0,,17.0,,5.0
2001-01-29 08:00:00+00:00,6.0,,2.0,2.0,,168.0,114.0,371.0,8.0,49.0,,34.0,,14.0
2001-01-29 09:00:00+00:00,8.0,,1.0,4.0,,67.0,85.0,188.0,18.0,42.0,,33.0,,22.0
2001-01-29 10:00:00+00:00,4.0,,1.0,2.0,,46.0,69.0,140.0,26.0,31.0,,50.0,,13.0
2001-01-29 11:00:00+00:00,3.0,,1.0,2.0,,51.0,68.0,146.0,28.0,29.0,,58.0,,11.0
2001-01-29 12:00:00+00:00,3.0,,0.0,2.0,,49.0,64.0,138.0,30.0,21.0,,56.0,,11.0
2001-01-29 13:00:00+00:00,3.0,,0.0,2.0,,38.0,52.0,110.0,35.0,13.0,,51.0,,11.0
2001-01-29 14:00:00+00:00,5.0,,1.0,3.0,,121.0,94.0,280.0,19.0,29.0,,39.0,,15.0
2001-01-29 15:00:00+00:00,8.0,,1.0,4.0,,116.0,96.0,274.0,14.0,39.0,,27.0,,22.0
2001-01-29 16:00:00+00:00,6.0,,1.0,3.0,,103.0,95.0,253.0,15.0,34.0,,47.0,,17.0
2001-01-29 17:00:00+00:00,7.0,,1.0,4.0,,140.0,108.0,323.0,10.0,46.0,,36.0,,19.0
2001-01-29 18:00:00+00:00,7.0,,1.0,4.0,,120.0,106.0,291.0,10.0,48.0,,56.0,,22.0
2001-01-29 19:00:00+00:00,8.0,,2.0,5.0,,143.0,112.0,331.0,7.0,36.0,,68.0,,25.0
2001-01-29 20:00:00+00:00,9.0,,1.0,6.0,,137.0,110.0,321.0,7.0,32.0,,65.0,,28.0
2001-01-29 21:00:00+00:00,8.0,,1.0,5.0,,155.0,110.0,348.0,7.0,35.0,,61.0,,25.0
2001-01-29 22:00:00+00:00,6.0,,1.0,4.0,,55.0,88.0,173.0,12.0,18.0,,46.0,,18.0
2001-01-29 23:00:00+00:00,4.0,,1.0,3.0,,66.0,94.0,195.0,9.0,15.0,,44.0,,13.0
2001-01-30 00:00:00+00:00,6.0,,1.0,3.0,,107.0,94.0,258.0,12.0,32.0,,27.0,,18.0
2001-01-30 01:00:00+00:00,3.0,,0.0,2.0,,57.0,84.0,171.0,11.0,20.0,,19.0,,12.0
2001-01-30 02:00:00+00:00,3.0,,1.0,2.0,,124.0,98.0,287.0,8.0,33.0,,20.0,,14.0
2001-01-30 03:00:00+00:00,4.0,,1.0,4.0,,132.0,94.0,296.0,7.0,48.0,,20.0,,17.0
2001-01-30 04:00:00+00:00,6.0,,1.0,5.0,,184.0,92.0,373.0,6.0,52.0,,21.0,,25.0
2001-01-30 05:00:00+00:00,5.0,,1.0,4.0,,165.0,89.0,341.0,6.0,40.0,,17.0,,24.0
2001-01-30 06:00:00+00:00,5.0,,1.0,4.0,,237.0,97.0,460.0,6.0,48.0,,21.0,,24.0
2001-01-30 07:00:00+00:00,8.0,,2.0,5.0,,403.0,125.0,743.0,6.0,77.0,,29.0,,27.0
2001-01-30 08:00:00+00:00,16.0,,4.0,9.0,,667.0,170.0,1192.0,7.0,117.0,,44.0,,44.0
2001-01-30 09:00:00+00:00,26.0,,5.0,11.0,,617.0,180.0,1127.0,7.0,99.0,,49.0,,64.0
2001-01-30 10:00:00+00:00,12.0,,3.0,4.0,,427.0,177.0,831.0,7.0,,,57.0,,40.0
2001-01-30 11:00:00+00:00,4.0,,3.0,1.0,,353.0,187.0,728.0,7.0,117.0,,58.0,,4.0
2001-01-30 12:00:00+00:00,6.0,,1.0,4.0,,242.0,142.0,513.0,9.0,135.0,,38.0,,29.0
2001-01-30 13:00:00+00:00,5.0,,1.0,4.0,,109.0,105.0,272.0,17.0,51.0,,21.0,,24.0
2001-01-30 14:00:00+00:00,5.0,,1.0,4.0,,108.0,104.0,269.0,19.0,50.0,,23.0,,19.0
2001-01-30 15:00:00+00:00,5.0,,1.0,4.0,,111.0,120.0,290.0,18.0,67.0,,22.0,,21.0
2001-01-30 16:00:00+00:00,5.0,,1.0,5.0,,131.0,125.0,326.0,13.0,78.0,,24.0,,25.0
2001-01-30 17:00:00+00:00,5.0,,1.0,4.0,,125.0,123.0,314.0,11.0,56.0,,39.0,,23.0
2001-01-30 18:00:00+00:00,5.0,,1.0,3.0,,157.0,127.0,368.0,8.0,57.0,,59.0,,25.0
2001-01-30 19:00:00+00:00,7.0,,2.0,4.0,,237.0,130.0,493.0,6.0,70.0,,74.0,,34.0
2001-01-30 20:00:00+00:00,10.0,,2.0,4.0,,220.0,117.0,454.0,6.0,59.0,,72.0,,39.0
2001-01-30 21:00:00+00:00,14.0,,3.0,8.0,,327.0,124.0,625.0,6.0,71.0,,62.0,,38.0
2001-01-30 22:00:00+00:00,17.0,,3.0,8.0,,392.0,124.0,725.0,6.0,98.0,,62.0,,48.0
2001-01-30 23:00:00+00:00,12.0,,2.0,7.0,,260.0,113.0,512.0,6.0,73.0,,44.0,,39.0
2001-01-31 00:00:00+00:00,6.0,,1.0,3.0,,222.0,102.0,442.0,6.0,55.0,,33.0,,26.0
2001-01-31 01:00:00+00:00,2.0,,2.0,1.0,,252.0,108.0,494.0,6.0,,,30.0,,11.0
2001-01-31 02:00:00+00:00,0.0,,1.0,1.0,,203.0,99.0,410.0,6.0,,,23.0,,1.0
2001-01-31 03:00:00+00:00,0.0,,0.0,1.0,,26.0,53.0,93.0,16.0,,,15.0,,1.0
2001-01-31 04:00:00+00:00,0.0,,0.0,1.0,,9.0,34.0,48.0,27.0,9.0,,16.0,,1.0
2001-01-31 05:00:00+00:00,0.0,,0.0,1.0,,38.0,56.0,115.0,13.0,14.0,,14.0,,1.0
2001-01-31 06:00:00+00:00,0.0,,1.0,1.0,,169.0,74.0,333.0,8.0,34.0,,19.0,,1.0
2001-01-31 07:00:00+00:00,0.0,,4.0,1.0,,670.0,104.0,1132.0,7.0,132.0,,45.0,,1.0
2001-01-31 08:00:00+00:00,0.0,,4.0,1.0,,595.0,112.0,1025.0,6.0,185.0,,47.0,,1.0
2001-01-31 09:00:00+00:00,0.0,,4.0,1.0,,571.0,112.0,988.0,6.0,161.0,,52.0,,1.0
2001-01-31 10:00:00+00:00,16.0,,2.0,10.0,,251.0,94.0,479.0,7.0,110.0,,55.0,,46.0
2001-01-31 11:00:00+00:00,9.0,,1.0,6.0,,130.0,82.0,282.0,11.0,66.0,,51.0,,26.0
2001-01-31 12:00:00+00:00,7.0,,1.0,4.0,,131.0,83.0,284.0,12.0,50.0,,49.0,,23.0
2001-01-31 13:00:00+00:00,9.0,,1.0,5.0,,132.0,83.0,286.0,13.0,52.0,,45.0,,27.0
2001-01-31 14:00:00+00:00,10.0,,1.0,5.0,,117.0,76.0,255.0,15.0,45.0,,43.0,,27.0
2001-01-31 15:00:00+00:00,7.0,,1.0,4.0,,119.0,78.0,262.0,14.0,43.0,,39.0,,20.0
2001-01-31 16:00:00+00:00,5.0,,1.0,3.0,,62.0,69.0,163.0,17.0,34.0,,52.0,,16.0
2001-01-31 17:00:00+00:00,7.0,,1.0,4.0,,140.0,86.0,301.0,9.0,48.0,,55.0,,21.0
2001-01-31 18:00:00+00:00,12.0,,2.0,6.0,,238.0,89.0,455.0,6.0,62.0,,40.0,,30.0
2001-01-31 19:00:00+00:00,21.0,,4.0,10.0,,405.0,105.0,727.0,6.0,87.0,,48.0,,48.0
2001-01-31 20:00:00+00:00,29.0,,5.0,15.0,,575.0,124.0,1005.0,6.0,123.0,,76.0,,76.0
2001-01-31 21:00:00+00:00,22.0,,3.0,13.0,,460.0,105.0,811.0,6.0,113.0,,79.0,,62.0
2001-01-31 22:00:00+00:00,19.0,,2.0,11.0,,323.0,104.0,599.0,6.0,88.0,,93.0,,51.0
2001-01-31 23:00:00+00:00,13.0,,2.0,8.0,,238.0,90.0,455.0,6.0,66.0,,56.0,,40.0
2001-02-01 00:00:00+00:00,10.0,,1.0,7.0,,203.0,82.0,393.0,6.0,56.0,,39.0,,32.0
2001-02-01 01:00:00+00:00,8.0,,1.0,6.0,,257.0,84.0,478.0,6.0,54.0,,31.0,,30.0
2001-02-01 02:00:00+00:00,9.0,,1.0,7.0,,227.0,81.0,430.0,6.0,56.0,,27.0,,33.0
2001-02-01 03:00:00+00:00,8.0,,1.0,7.0,,149.0,82.0,311.0,6.0,49.0,,23.0,,31.0
2001-02-01 04:00:00+00:00,4.0,,0.0,4.0,,93.0,71.0,213.0,6.0,32.0,,19.0,,17.0
2001-02-01 05:00:00+00:00,5.0,,1.0,4.0,,211.0,78.0,401.0,6.0,44.0,,23.0,,21.0
2001-02-01 06:00:00+00:00,6.0,,1.0,4.0,,130.0,73.0,272.0,6.0,40.0,,24.0,,22.0
